Category,SKU,Description,Specification,SP,MRP,SubCategory,productname,Size,imgurl3,imgurl2,imgurl1,stock
Prince Shark 25 Jr. Tennis Racket, PRNC_1121,,,"Rs. 1,304.00","Rs. 1,449.00",,Prince Shark 25 Jr. Tennis Racket,,,,http://scssports.in/image/cache/data/total_dump/PRNC_1121-500x500.jpg, In Stock
Babolat F2G Power Badminton Racket, BLT_104396,"
	","
		BABOLAT F2G Power Badminton Racket  ,
		The BABOLAT F2G Power Badminton Racket is manufactured from 100% graphite and is a new addition to Babolat s entry level badminton rackets.  ,
		The F2G Power is designed with a thinner frame and shaft to provide greater playability and power, and is specifically designed to provide a great level of power.  ,
		Racket cover included.  ,
		Weight (Unstrung): 86g,
		Length: 675mm,
		Balance (Unstrung): 280mm,
		Flexibility: Very Flexible,
		Head Size: 340cm sq","Rs. 1,950.00","Rs. 3,000.00",,Babolat F2G Power Badminton Racket,,,,http://scssports.in/image/cache/data/badminton/rackets/babolat_f2g_power-500x500.jpg, Out Of Stock
Li-Ning Windstorm 680 Badminton Racket, windstorm_680,"
	Lightweight feel, for a flexible type of user (Super-Ligth weigth 78-80g).    ,
	Technologies:    ,
	INNER WAVE FRAME :  Top technology and advanced design make force deployed evenly on the frame and lower the air resistance for a stable and prompt return stroke.    In order to increase the hitting speed and achieve prompt return stroke, effectively lowering the air resistance would be an optimum approach. The advanced wave design as LiNing rackets could considerably decrease air resistance. During the bend molding, the stress concentration points are eliminated greatly and the frame structure thus become stable and firm.    ,
	AEROTEC-BEAM SYSTEM :  With support of advanced calculation system, the rackets are made with extreme low air resistance and high intensity to enable the players’ performance in various ways.    ,
	The rackets fit into different players are all resulted from aerodynamic design. Through unrelenting tests, and the strategies that targeted at different playing, the supportive data is accumulated, LiNing beam system is thus established.    ,
	ISOMETRIC FRAME DESIGN  ,
	KEY FEATURE:  Extra Skill Series  ","
		Composition: Carbon Fibre  ,
		Flex: Soft  ,
		Weight: W1 (78-80g)  ,
		Grip Size: S2  ,
		Color: Red  ,
		Racquet Cover: included","Rs. 5,034.00","Rs. 8,390.00",,Li-Ning Windstorm 680 Badminton Racket,,,,http://scssports.in/image/cache/data/badminton/rackets/Windstorm 680-500x500.jpg, In Stock
Futuro Sport Moisture Control Ankle Support, 004815,"
	Futuro Sport Moisture Control Ankle Support,
	High-performance design for active support of injured ankles due to sprains, strains, arthritis or swelling. Dual precision straps for custom fit.,
	 ",,Rs. 350.00,Rs. 600.00,,Futuro Sport Moisture Control Ankle Support,Large                        ,,,http://scssports.in/image/cache/data/Futuro-Sport-Moisture-Ankle-300-500x500.jpg, In Stock
Babolat Tennis Racket Pure Drive Lite GT (Strung), BLT_498152,"
	BABOLAT Pure Drive Lite GT Tennis Racket The Pure Drive Lite GT tennis racket is designed for advanced players who place a premium on lightweight and manoeuvrability. Players with a medium swing style will enjoy the power created opening up the avenues of both spin and power baseline play. Pure Drive adds up to pure tennis enjoyment and pure performance out on court. Weight: 275g Balance: 32cm Length: 27.2in. Head size: 100 sq. in.",,"Rs. 12,000.00","Rs. 16,000.00",,Babolat Tennis Racket Pure Drive Lite GT (Strung),"4 3/8                        ,4 1/4                        ",,,http://scssports.in/image/cache/data/total_dump/BLT_498152-500x500.jpg, In Stock
Arena Elite Print FW12 Swimming Cap, 24523,"
	FEATURES Special mould polish High quality serigraphy Prints linked to the pool textile collection Flat mould BENEFITS Peach touch silicone Mat-shiny contrast Matching the swimsuit graphics Classic fit MATERIALS 100% Silicone **Actual Product and Color may vary. Colors subject to availability",,Rs. 612.00,Rs. 680.00,,Arena Elite Print FW12 Swimming Cap,,,,http://scssports.in/image/cache/data/goggles/024523-500x500.png, In Stock
Li-Ning Badminton Racket Ultra Carbon UC 3620, LNG_100151,"
	Li-Ning Badminton Racket Ultra Carbon UC 3620  ,
	Li-Ning UC3620: Made of ultra strong material, the racquet has optimum rigidity to bear higher tension for exact and steady strokes.  ","
		Play Level : Advanced  ,
		Play Style : Defensive  ,
		Flex : Medium  ,
		Frame : Carbon Fiber  ,
		Weight : W3 ( 85-89 g)  ,
		Tension : V:20-24lb , H:22-26lb  ,
		Colour : Orchid,
		Head : Light  ,
		Balance Point : 285 mm  ,
		SHAFT : Ultra - Carbon FRAME : Wing Stabilizer ,Isometric Frame Head,
		Racket Cover Included","Rs. 3,360.00","Rs. 5,600.00",,Li-Ning Badminton Racket Ultra Carbon UC 3620,,,,http://scssports.in/image/cache/data/badminton/rackets/uc_3620-500x500.jpg, In Stock
Li-Ning 6 In 1 Thermal Bag, ABJG084-2,"
	","
		,
	,
		,
		","Rs. 1,554.00","Rs. 2,590.00",,Li-Ning 6 In 1 Thermal Bag,Red                        ,,,http://scssports.in/image/cache/data/ABJG084-2-500x500.jpg, In Stock
Wilson Carbon Matrix 8000 Badminton Racket, 028167,,,"Rs. 2,400.00","Rs. 2,999.00",,Wilson Carbon Matrix 8000 Badminton Racket,3 3/8                        ,,,http://scssports.in/image/cache/data/apparels/028167-500x500.jpg, In Stock
Li-Ning Badminton Racket Ultra Carbon UC 3220, LNG_100145,"
	Li-Ning Badminton Racket Ultra Carbon UC 3220  ,
	Ultra Carbon MPCF Reinforcing Isometric Head  ","
		Balance Point : 290 mm,
		Length : 675 mm,
		Flex : Medium,
		Weight : W3 87 gms,
		Tension : H 22-26 lbs , V 20-24 lbs,
		Racket Cover Included","Rs. 3,360.00","Rs. 5,600.00",,Li-Ning Badminton Racket Ultra Carbon UC 3220,,,,http://scssports.in/image/cache/data/badminton/rackets/uc_3220-500x500.jpg, In Stock
Karakal Pure Power 9 Badminton Racket, KRKL_112205,"
	The Karakal Pure Power 9 badminton racket features Isometric Power Frame and two piece construction.,
	The racket is supplied with the World s No.1 PU Super grip.","
		Isometric Power Frames,
		Two Piece Construction Nano Gel System,
		Hi Modulus Graphite Nano Carbon tube,
		3/4 Cover","Rs. 2,250.00","Rs. 2,650.00",,Karakal Pure Power 9 Badminton Racket,,,,http://scssports.in/image/cache/data/badminton/rackets/KRKL_112205-500x500.jpg, In Stock
Asics Gel Nimbus 15 Women's Jogging Shoes, 030981,"
	Asics Gel Nimbus 15 Women's Jogging Shoes",,"Rs. 8,099.00","Rs. 8,999.00",,Asics Gel Nimbus 15 Women's Jogging Shoes,UK 5                        ,,,http://scssports.in/image/cache/data/asics_new/030981-500x500.jpg, In Stock
Universal Immortal Moulded Focus Pad, 034764,"
	Universal Immortal Moulded Focus Pad,
	Durable hide leather construction.,
	High density moulded Shock absorbing padding,
	Velcro strap at Wrist for firm grip,
	Designed for comfortable Hand position",,"Rs. 1,765.00","Rs. 1,960.00",,Universal Immortal Moulded Focus Pad,,,,http://scssports.in/image/cache/data/USI Moulded Focus-500x500.jpg, In Stock
Li-Ning Badminton Racket Super Series SS98 II, LNG_100137,"
	Li-Ning Badminton Racket Super Series SS98  ,
	AEROTEC-BEAM SYSTEM HIGH CARBON ISOMETRIC HEAD SHAPE  ,
	KEY FEATURES:","
		Composition: Carbon Graphite,
		Flex: Soft,
		Weight: 81 -85 gram,
		Grip Size: S2,
		Long/ Break Point: 67.4cm/ 28.9cm,
		Shaft Thickness: Slim (7.5mm),
		Color: Silver/Black/Red,
		Tension: 21 standard,
		Strung: Yes","Rs. 2,514.00","Rs. 4,190.00",,Li-Ning Badminton Racket Super Series SS98 II,,,,http://scssports.in/image/cache/data/badminton/rackets/ss98-500x500.jpg, In Stock
Li-Ning ABDH118 Badminton and Squash Kitbag, ABDH118,"
	","
		9 in 1 Racket Bag  ,
		Composition : 100% Polyester  ,
		Measurement : 76 x 30 x 31 cm","Rs. 3,414.00","Rs. 5,690.00",,Li-Ning ABDH118 Badminton and Squash Kitbag,,http://scssports.in/image/cache/data/badminton/kitbags/ABDH118-3-500x500.jpg,http://scssports.in/image/cache/data/badminton/kitbags/ABDH118-2-500x500.jpg,http://scssports.in/image/cache/data/badminton/kitbags/ABDH118-1-500x500.jpg, In Stock
Li-Ning Windstorm 690 Badminton Racket, windstorm_690,"
	Lightweight feel, for a flexible type of user (Super-Ligth weigth 78-80g).    ,
	Technologies:    ,
	INNER WAVE FRAME :  Top technology and advanced design make force deployed evenly on the frame and lower the air resistance for a stable and prompt return stroke.    In order to increase the hitting speed and achieve prompt return stroke, effectively lowering the air resistance would be an optimum approach. The advanced wave design as LiNing rackets could considerably decrease air resistance. During the bend molding, the stress concentration points are eliminated greatly and the frame structure thus become stable and firm.    ,
	AEROTEC-BEAM SYSTEM :  With support of advanced calculation system, the rackets are made with extreme low air resistance and high intensity to enable the players’ performance in various ways.    ,
	The rackets fit into different players are all resulted from aerodynamic design. Through unrelenting tests, and the strategies that targeted at different playing, the supportive data is accumulated, LiNing beam system is thus established.    ,
	ISOMETRIC FRAME DESIGN  ,
	KEY FEATURE:  ","
		Extra Skill Series  ,
		Composition: Carbon Fibre  ,
		Flex: Soft  ,
		Weight: W1 (78-80g)  ,
		Grip Size: S3  ,
		Color: Yellow  ,
		Strung: yes  ,
		Racquet Cover: Included","Rs. 5,034.00","Rs. 8,390.00",,Li-Ning Windstorm 690 Badminton Racket,,,,http://scssports.in/image/cache/data/badminton/rackets/Windstorm 690-500x500.jpg, In Stock
Li Ning Flame N36 Badminton Racket, LNG_N362013,"
	The N36 is specially designed for badminton players that are skilled at switching between offense and defense quickly.,
	Specially made for Ponsana Boonsak, the N36 is styled with full exotic pattern and colour design.,
	A highly elastic shaft and lighter overall weight helps the N36 player produce fast swing speeds with industry leading repulsion power.,
	The N36 uses Cubic Lock fits that cannot be easily deformed which help protect the strings.    ","
		Weight: 85g - 89g  ,
		Material: Carbon Fibre  ,
		Colour: Red  ,
		Length: 675mm  ,
		Balance Point: 295mm  ,
		Flex: Medium  ,
		String Tension: Cross: 26-30 Main: 24-28","Rs. 11,994.00","Rs. 19,990.00",,Li Ning Flame N36 Badminton Racket,,,,http://scssports.in/image/cache/data/badminton/rackets/LNG_N362013-500x500.jpg, In Stock
Butterfly Wakaba 2000 Table Tennis Bat, BFLY_020805,,,"Rs. 1,253.00","Rs. 1,566.00",,Butterfly Wakaba 2000 Table Tennis Bat,,,,http://scssports.in/image/cache/data/total_dump/BFLY_020805-500x500.jpg, 2 - 3 Days
Kookaburra Rogue Prodigy 20 Kashmir Willow Cricket Bat, CRBT_110987,"
	Kookaburra Rogue Prodigy 20 Kashmir Willow Cricket Bat Kashmir Willow - suitable for use in junior level cricket Painted Back Massive Power Profile with Mega Bow Expansive Driver Round Handle Naturally Air Dried 12 Piece Power Drive Sarawak cane handle Fluo Orange Max Grip Kookaburra Pre Prepared Available in Short Handle, 6, 5 & 4",,"Rs. 1,349.00","Rs. 1,499.00",,Kookaburra Rogue Prodigy 20 Kashmir Willow Cricket Bat,,,,http://scssports.in/image/cache/data/total_dump/CRBT_110987-500x500.jpg, Out Of Stock
Li-Ning Badminton Racket Ultra Carbon UC 3120, LNG_100143,"
	Li-Ning Badminton Racket Ultra Carbon UC 3120  ,
	Features :","
		Shaft Material: Carbon,
		Length (cm): 67.5,
		Model Number: UC3120,
		Weight: W3(85g-89g),
		Grip Size: S2,
		Balance: 290mm,
		Color: White","Rs. 3,360.00","Rs. 5,600.00",,Li-Ning Badminton Racket Ultra Carbon UC 3120,,,,http://scssports.in/image/cache/data/badminton/rackets/uc_3120-500x500.jpg, In Stock
Li-Ning Shuttle Cock Mark X800, LN_123091,"
	","
		Pack of 6 Pcs    ,
		Nylon Shuttlecocks  ,
		Colour : Blue / Green / Y. Blue / Y. Green  ,
		Speed : Slow/Medium  ,
		For high grade tournament",Rs. 670.00,Rs. 945.00,,Li-Ning Shuttle Cock Mark X800,,,,http://scssports.in/image/cache/data/badminton/shuttle_cock/markx800-500x500.jpg, In Stock
Head Ti Power 85 Badminton Racket, HEAD_238782,,"
		Head Ti Power 85 Badminton Racket  ,
		Carbon and Titanium for lightness and strengthm,,
		Widebody frame for power,,
		Isometric headshape for a larger sweetspot,,
		Synthetic gut string for touch and feel,,
		Complete with a full-length, protective carrycase with strap.,
		100% Carbon/Titanium for lightness and strength.  ,
		Technology: Titanium,
		Head Shape: Head Power Frame,
		Head Size: 364 sq. cm,
		Frame: Aluminum Alloy,
		Weight (Unstrung): 98 g,
		Flexibility: Medium,
		Length: 675 mm,
		String Tension: 20-24 lbs","Rs. 1,364.00","Rs. 1,515.00",,Head Ti Power 85 Badminton Racket,,,,http://scssports.in/image/cache/data/badminton/rackets/HEAD_238782-500x500.JPG, In Stock
Aqua Sphere Kayenne - Ladies Swimming Goggles, AQU_20120810004,"
	Aqua Sphere Kayenne - Ladies Swimming Goggles Product Description Womens swim goggle with clear lens specially designed to fit a womans face. The over sized curved lenses give great vision and an all new super slim micro frame keeps the goggle close to the face for superior, lowdrag hydrodynamic performance. Easy to adjust and fit with an updated onetouch buckle. Features: Antifog & scratchresistant lensComfortable, leak resistant seal4Point expanded visionHydrodynamic microframeQuickFitTM onetouch buckles Product Features One-touch, Quick-Fit BuckleTM for perfect fit with simple adjustments - even while wearing Stabilizing nose bridge keeps fitting secure and comfortable 100% UV protection Antifog and UV lens treatment for long lasting clarity Silicone strap for comfort and durability Actual Product may differ from the Image shown",,"Rs. 1,440.00","Rs. 1,800.00",,Aqua Sphere Kayenne - Ladies Swimming Goggles,,,,http://scssports.in/image/cache/data/Kayenne-500x500.jpg, In Stock
SCS Base Ball Glove-SCS 123-Leather, 400277,,,Rs. 697.00,Rs. 820.00,,SCS Base Ball Glove-SCS 123-Leather,,,,http://scssports.in/image/cache/data/Pool/400277-500x500.png, In Stock
SG RSD Select English Willow Cricket Bat, SG_CR1006,"
	This RSD Select cricket bat from the Wall series, designed by Rahul Dravid, is a traditional lightweight bat for ultimate performance. Constructed from premium quality Saravak cane, the handle delivers superior power and control. A higher sweet spot ensures destructive precision and toe protector provides better durability and maintains the moisture level. RSD Select cricket bat from the Wall series. This lightweight bat is made from the top of the line English willow and has thick edges, a curved blade and higher sweet spot. The handle, with the new Chevtec grip, is made from Saravak cane. It comes with a full length padded bat cover with an adjustable strap and toe protector.",,"Rs. 4,400.00","Rs. 5,499.00",,SG RSD Select English Willow Cricket Bat,,,,http://scssports.in/image/cache/data/rsdselect-500x500.jpg, In Stock
Babolat N-Tense Blast Badminton Racket, BLT_104394,"
	","
		BABOLAT N-Tense Blast Badminton Racket  ,
		The BABOLAT N-Tense Blast badminton racket is a new addition to Babolat's high-performance series of badminton rackets for 2010.,
		The N-Tense Blast is manufactured from 100% graphite and is designed as a power racket specifically for power players.  ,
		Racket cover included.  ,
		Weight (Unstrung): 87g,
		Length: 675mm,
		Balance (Unstrung): 280mm,
		Flexibility: Very Flexible,
		Head Size: 340cm sq","Rs. 2,600.00","Rs. 4,000.00",,Babolat N-Tense Blast Badminton Racket,,,,http://scssports.in/image/cache/data/badminton/rackets/BLT_104394-500x500.jpg, Out Of Stock
BAS Club English Willow Cricket Bat, BAS_CR10701,"
	BAS Club English Willow Cricket Bat Product Description One of the best english willow bat in its range with light weight ideal for middle order bat who likes to play in gaps for singles with out much effort. Attributes Type of Wood: English willow Grade type: C Blade width: Medium Grains: More Curve: Yes Toe guard: No",,"Rs. 3,560.00","Rs. 4,450.00",,BAS Club English Willow Cricket Bat,,,,http://scssports.in/image/cache/data/total_dump/BAS_CR10701-500x500.jpg, Out Of Stock
Apacs Finapi - 25 Badminton Racket, Finapi - 25,"
	Apacs Finapi - 25 Badminton Racket","
		, 8.5 + 3 (Medium),
		, Triple Edge Form,
		, 24T Japan High Modulus Graphite,
		, 24T Japan High Modulus Graphite,
		, 72 holes,
		, 675mm,
		, 285mm (±3mm) [Even Balance],
		, 85g-87g [4U],
		, G2 (G4),
		, 35 lbs",,,,Apacs Finapi - 25 Badminton Racket,,,,http://scssports.in/image/cache/data/Apacs Finapi 25-500x500.jpg, In Stock
Li-Ning Saga Evolution Badminton Shoes, Saga Evolution,"
	Li-Ning Saga Evolution Badminton Shoes",,"Rs. 4,632.00","Rs. 5,790.00",,Li-Ning Saga Evolution Badminton Shoes,"Red/Yellow                        ,Blue                        ,UK 5.5                        ,UK 7                        ,UK 8.5                        ",,http://scssports.in/image/cache/data/Ayth085-1-500x500.jpg,http://scssports.in/image/cache/data/Ayth085-2-500x500.jpg, In Stock
SCS BD/Gut-SCS 96, 400251,"
	SCS BD/Gut-SCS 96",,Rs. 40.00,Rs. 40.00,,SCS BD/Gut-SCS 96,,,,http://scssports.in/image/cache/data/Pool/400251-500x500.png, In Stock
Butterfly Power 7 FL Table Tennis Blade, 029434,"
	Butterfly Power 7 FL Table Tennis Blade",,"Rs. 5,860.00","Rs. 8,370.00",,Butterfly Power 7 FL Table Tennis Blade,,,,http://scssports.in/image/cache/data/Power &-500x500.jpeg, In Stock
